context,participant,img_id,description,q_reconstructivity,q_relevance,q_irrelevance,q_imgfit,q_overall,article_text
Dinner,p14,laid_table14,"A dining room table is set for dinner, with plates, knives, forks, spoons, and glasses, while a cooked turkey and floral centerpiece sit in the middle of the table.",5,5,5,5,4,"Dinner usually refers to what is in many Western cultures the largest and most formal meal of the day, which some Westerners eat in the evening. Historically the largest meal used to be eaten around midday, and called dinner. In Western cultures, especially among the elite, it gradually migrated later in the day over the 16th to 19th centuries. However, the word ""dinner"" can have different meanings depending on culture, and may mean a meal of any size eaten at any time of day. In particular, it is still sometimes used for a meal at noon or in the early afternoon on special occasions, such as a Christmas dinner. In hot climates, people have always tended to eat the main meal in the evening, after the temperature has fallen."
Dinner,p3,laid_table3,Chefs prepare plates of food.,2,3,3,5,3,"Dinner usually refers to what is in many Western cultures the largest and most formal meal of the day, which some Westerners eat in the evening. Historically the largest meal used to be eaten around midday, and called dinner. In Western cultures, especially among the elite, it gradually migrated later in the day over the 16th to 19th centuries. However, the word ""dinner"" can have different meanings depending on culture, and may mean a meal of any size eaten at any time of day. In particular, it is still sometimes used for a meal at noon or in the early afternoon on special occasions, such as a Christmas dinner. In hot climates, people have always tended to eat the main meal in the evening, after the temperature has fallen."
Dinner,p10,laid_table3,Chefs prepare plates of food.,3,2,5,4,2,"Dinner usually refers to what is in many Western cultures the largest and most formal meal of the day, which some Westerners eat in the evening. Historically the largest meal used to be eaten around midday, and called dinner. In Western cultures, especially among the elite, it gradually migrated later in the day over the 16th to 19th centuries. However, the word ""dinner"" can have different meanings depending on culture, and may mean a meal of any size eaten at any time of day. In particular, it is still sometimes used for a meal at noon or in the early afternoon on special occasions, such as a Christmas dinner. In hot climates, people have always tended to eat the main meal in the evening, after the temperature has fallen."
Furniture,p5,meeting_in_progress17,Four men hold a discussion inside a room. The room is painted white. They're using a white dry-erase board with a green marker. Two of them sit at a white table. 4 computers and one phone sit on the table. A large window offers a view of a bay.,5,4,2,5,5,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p14,meeting_in_progress17,Four men hold a discussion inside a room. The room is painted white. They're using a white dry-erase board with a green marker. Two of them sit at a white table. 4 computers and one phone sit on the table. A large window offers a view of a bay.,5,5,5,2,5,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p3,living_room6,There are wooden chairs around a round table that is also made out of wood. To the side of the table there is a wooden cabinet with glass doors used to keep tea cups.,4,3,3,4,4,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p4,meeting_in_progress2,a group of people sitting around a conference table  with laptops while looking back at the camera,4,3,3,2,1,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p1,living_room15,"This is a room filled with couches, a table, a dresser and more. People are talking.",5,4,3,5,5,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p12,living_room15,"This is a room filled with couches, a table, a dresser and more. People are talking.",3,3,3,4,2,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p13,meeting_in_progress2,a group of people sitting around a conference table  with laptops while looking back at the camera,4,4,4,3,4,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p8,living_room15,"This is a room filled with couches, a table, a dresser and more. People are talking.",4,4,3,4,3,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p10,meeting_in_progress17,Four men hold a discussion inside a room. The room is painted white. They're using a white dry-erase board with a green marker. Two of them sit at a white table. 4 computers and one phone sit on the table. A large window offers a view of a bay.,5,5,5,4,4,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p7,living_room6,There are wooden chairs around a round table that is also made out of wood. To the side of the table there is a wooden cabinet with glass doors used to keep tea cups.,5,5,5,5,5,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p11,living_room6,There are wooden chairs around a round table that is also made out of wood. To the side of the table there is a wooden cabinet with glass doors used to keep tea cups.,5,5,5,5,5,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p6,meeting_in_progress2,a group of people sitting around a conference table  with laptops while looking back at the camera,5,4,5,4,4,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p15,living_room15,"This is a room filled with couches, a table, a dresser and more. People are talking.",4,4,5,5,4,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p9,meeting_in_progress2,a group of people sitting around a conference table  with laptops while looking back at the camera,3,3,3,2,3,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p16,living_room6,There are wooden chairs around a round table that is also made out of wood. To the side of the table there is a wooden cabinet with glass doors used to keep tea cups.,5,5,5,5,5,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p2,meeting_in_progress17,Four men hold a discussion inside a room. The room is painted white. They're using a white dry-erase board with a green marker. Two of them sit at a white table. 4 computers and one phone sit on the table. A large window offers a view of a bay.,3,1,1,2,3,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Hairstyle,p9,soccer_in_progress10,Two men on a soccer team sponsored by Red Bull wearing white jerseys are competing in a soccer match. There is a player from another team in a red jersey who is on the ground while a referee in blue is approaching the play.,1,1,2,1,3,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p11,soccer_in_progress1,"People in a stand are watching a soccer game. The focus is two players, one on the ground and the other standing behind him as the ball is coming to them.",4,5,5,1,4,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p7,soccer_in_progress1,"People in a stand are watching a soccer game. The focus is two players, one on the ground and the other standing behind him as the ball is coming to them.",3,1,1,1,1,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p4,soccer_in_progress13,A group of men assembled on a soccer field wearing blue uniforms.,3,3,3,1,1,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p12,soccer_in_progress13,A group of men assembled on a soccer field wearing blue uniforms.,3,1,3,2,2,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p1,soccer_in_progress10,Two men on a soccer team sponsored by Red Bull wearing white jerseys are competing in a soccer match. There is a player from another team in a red jersey who is on the ground while a referee in blue is approaching the play.,3,1,1,1,1,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p13,soccer_in_progress13,A group of men assembled on a soccer field wearing blue uniforms.,2,1,1,1,4,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p15,soccer_in_progress1,"People in a stand are watching a soccer game. The focus is two players, one on the ground and the other standing behind him as the ball is coming to them.",5,5,5,1,5,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p10,soccer_in_progress1,two soccer players on the field,2,1,5,1,1,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p5,soccer_in_progress13,A group of men assembled on a soccer field wearing blue uniforms.,4,1,5,1,1,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p14,soccer_in_progress10,Two men on a soccer team sponsored by Red Bull wearing white jerseys are competing in a soccer match. There is a player from another team in a red jersey who is on the ground while a referee in blue is approaching the play.,5,5,5,1,5,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p8,soccer_in_progress1,two soccer players on the field,5,1,5,1,1,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p3,soccer_in_progress1,"People in a stand are watching a soccer game. The focus is two players, one on the ground and the other standing behind him as the ball is coming to them.",3,1,3,1,2,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p16,soccer_in_progress1,two soccer players on the field,4,1,5,1,1,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p2,soccer_in_progress1,two soccer players on the field,1,1,3,1,2,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p6,soccer_in_progress10,Two men on a soccer team sponsored by Red Bull wearing white jerseys are competing in a soccer match. There is a player from another team in a red jersey who is on the ground while a referee in blue is approaching the play.,5,1,3,2,2,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Interior design,p7,living_room15,Three people talk while sitting on couches around a coffee table in a living room.,2,2,5,3,2,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p6,living_room11,"The interior design of a room. The room is full of wooden furniture including a wood couch, many chairs, a table, and shelves.",5,4,5,4,4,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p8,living_room6,"The image shows a dining room, with chairs set around a round table, and a china cabinet in the corner, and a chandelier overhead.  A second room with a red bookshelf and chair is visible.",5,3,5,5,2,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p13,living_room6,"The image shows a dining room, with chairs set around a round table, and a china cabinet in the corner, and a chandelier overhead.  A second room with a red bookshelf and chair is visible.",4,3,3,3,5,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p15,living_room6,The interior view of a dining room.,2,1,5,3,1,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p5,living_room6,The interior view of a dining room.,3,3,5,5,2,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p14,living_room15,Three people talk while sitting on couches around a coffee table in a living room.,4,4,5,3,5,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p11,living_room11,"The interior design of a room. The room is full of wooden furniture including a wood couch, many chairs, a table, and shelves.",5,5,5,5,4,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p2,living_room15,Three people talk while sitting on couches around a coffee table in a living room.,4,4,4,4,4,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p1,living_room6,"The image shows a dining room, with chairs set around a round table, and a china cabinet in the corner, and a chandelier overhead.  A second room with a red bookshelf and chair is visible.",5,5,5,5,5,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p9,living_room6,"The image shows a dining room, with chairs set around a round table, and a china cabinet in the corner, and a chandelier overhead.  A second room with a red bookshelf and chair is visible.",3,3,4,4,4,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p16,living_room11,"The interior design of a room. The room is full of wooden furniture including a wood couch, many chairs, a table, and shelves.",2,2,1,1,1,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p3,living_room11,"The interior design of a room. The room is full of wooden furniture including a wood couch, many chairs, a table, and shelves.",3,3,5,4,4,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p10,living_room6,The interior view of a dining room.,1,1,5,4,1,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p4,living_room6,The interior view of a dining room.,2,3,5,3,2,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p12,living_room15,Three people talk while sitting on couches around a coffee table in a living room.,3,2,3,4,3,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Montane Ecosystems,p1,mountains16,There is a passive set of mountain slopes with snow on top and between two mountains is a rift and a large body of water in forefront.,3,3,4,5,4,"Montane ecosystems are found on the slopes of mountains. The alpine climate in these regions strongly affects the ecosystem because temperatures fall as elevation increases, causing the ecosystem to stratify. This stratification is a crucial factor in shaping plant community, biodiversity, metabolic processes and ecosystem dynamics for montane ecosystems. Dense montane forests are common at moderate elevations, due to moderate temperatures and high rainfall. At higher elevations, the climate is harsher, with lower temperatures and higher winds, preventing the growth of trees and causing the plant community to transition to montane grasslands, shrublands or alpine tundra. Due to the unique climate conditions of montane ecosystems, they contain increased numbers of endemic species. Montane ecosystems also exhibit variation in ecosystem services, which include carbon storage and water supply."
Montane Ecosystems,p4,mountains9,A large lake is shown that is surrounded by hills and mountains.,4,3,3,2,2,"Montane ecosystems are found on the slopes of mountains. The alpine climate in these regions strongly affects the ecosystem because temperatures fall as elevation increases, causing the ecosystem to stratify. This stratification is a crucial factor in shaping plant community, biodiversity, metabolic processes and ecosystem dynamics for montane ecosystems. Dense montane forests are common at moderate elevations, due to moderate temperatures and high rainfall. At higher elevations, the climate is harsher, with lower temperatures and higher winds, preventing the growth of trees and causing the plant community to transition to montane grasslands, shrublands or alpine tundra. Due to the unique climate conditions of montane ecosystems, they contain increased numbers of endemic species. Montane ecosystems also exhibit variation in ecosystem services, which include carbon storage and water supply."
Montane Ecosystems,p12,mountains16,"Shown is a lake at the bottom of a mountain range. The mountains are high in elevation and contain snow on parts of it. As the snow melts, it enters the lake.",4,4,3,4,4,"Montane ecosystems are found on the slopes of mountains. The alpine climate in these regions strongly affects the ecosystem because temperatures fall as elevation increases, causing the ecosystem to stratify. This stratification is a crucial factor in shaping plant community, biodiversity, metabolic processes and ecosystem dynamics for montane ecosystems. Dense montane forests are common at moderate elevations, due to moderate temperatures and high rainfall. At higher elevations, the climate is harsher, with lower temperatures and higher winds, preventing the growth of trees and causing the plant community to transition to montane grasslands, shrublands or alpine tundra. Due to the unique climate conditions of montane ecosystems, they contain increased numbers of endemic species. Montane ecosystems also exhibit variation in ecosystem services, which include carbon storage and water supply."
Montane Ecosystems,p8,mountains16,"Shown is a lake at the bottom of a mountain range. The mountains are high in elevation and contain snow on parts of it. As the snow melts, it enters the lake.",5,2,5,1,3,"Montane ecosystems are found on the slopes of mountains. The alpine climate in these regions strongly affects the ecosystem because temperatures fall as elevation increases, causing the ecosystem to stratify. This stratification is a crucial factor in shaping plant community, biodiversity, metabolic processes and ecosystem dynamics for montane ecosystems. Dense montane forests are common at moderate elevations, due to moderate temperatures and high rainfall. At higher elevations, the climate is harsher, with lower temperatures and higher winds, preventing the growth of trees and causing the plant community to transition to montane grasslands, shrublands or alpine tundra. Due to the unique climate conditions of montane ecosystems, they contain increased numbers of endemic species. Montane ecosystems also exhibit variation in ecosystem services, which include carbon storage and water supply."
Montane Ecosystems,p10,mountains18,The image shows a large river running through mountains in summer or early fall.,2,3,5,2,3,"Montane ecosystems are found on the slopes of mountains. The alpine climate in these regions strongly affects the ecosystem because temperatures fall as elevation increases, causing the ecosystem to stratify. This stratification is a crucial factor in shaping plant community, biodiversity, metabolic processes and ecosystem dynamics for montane ecosystems. Dense montane forests are common at moderate elevations, due to moderate temperatures and high rainfall. At higher elevations, the climate is harsher, with lower temperatures and higher winds, preventing the growth of trees and causing the plant community to transition to montane grasslands, shrublands or alpine tundra. Due to the unique climate conditions of montane ecosystems, they contain increased numbers of endemic species. Montane ecosystems also exhibit variation in ecosystem services, which include carbon storage and water supply."
Montane Ecosystems,p16,mountains9,A large lake is shown that is surrounded by hills and mountains.,4,2,1,1,2,"Montane ecosystems are found on the slopes of mountains. The alpine climate in these regions strongly affects the ecosystem because temperatures fall as elevation increases, causing the ecosystem to stratify. This stratification is a crucial factor in shaping plant community, biodiversity, metabolic processes and ecosystem dynamics for montane ecosystems. Dense montane forests are common at moderate elevations, due to moderate temperatures and high rainfall. At higher elevations, the climate is harsher, with lower temperatures and higher winds, preventing the growth of trees and causing the plant community to transition to montane grasslands, shrublands or alpine tundra. Due to the unique climate conditions of montane ecosystems, they contain increased numbers of endemic species. Montane ecosystems also exhibit variation in ecosystem services, which include carbon storage and water supply."
