context,participant,img_id,description,q_reconstructivity,q_relevance,q_irrelevance,q_imgfit,q_overall,q_oremainingqs,q_ogoodparts,q_obadparts,q_ocomments,article_text
Furniture,p1,living_room15,"This is a room filled with couches, a table, a dresser and more. People are talking.",5,4,3,5,5,What is the significance of the people talking? Any other furniture in the room?,Very detailed,"Detail could have been used to describe the furniture, instead of the people talking in the room",NA,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p7,living_room6,There are wooden chairs around a round table that is also made out of wood. To the side of the table there is a wooden cabinet with glass doors used to keep tea cups.,5,5,5,5,5,NA,NA,NA,NA,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p9,meeting_in_progress2,a group of people sitting around a conference table  with laptops while looking back at the camera,3,3,3,2,3,what furniture is being recognized? tables/chairs only?,na,laptops aren't furniture,na,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p16,living_room6,There are wooden chairs around a round table that is also made out of wood. To the side of the table there is a wooden cabinet with glass doors used to keep tea cups.,5,5,5,5,5,No questions for this description.,"I thought the inclusion of two of the different types of furniture (that which hold people and that which holds things) was great. The detail when speaking of the materials the items are made out of (glass, wood) also is an immaculate touch.",Nothing to add here.,"Great image description here. The only thing that would have taken it over the next level would be the inclusion of the bed, but I think the chairs does justice.","Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p14,meeting_in_progress17,Four men hold a discussion inside a room. The room is painted white. They're using a white dry-erase board with a green marker. Two of them sit at a white table. 4 computers and one phone sit on the table. A large window offers a view of a bay.,5,5,5,2,5,Is there particular furniture to highlight?,"Surroundings, number of people, colors, what they are doing",The article is about furniture. Are we missing some element of explaining that?,NA,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Furniture,p12,living_room15,"This is a room filled with couches, a table, a dresser and more. People are talking.",3,3,3,4,2,No question.,The description was very basic.,Not bad. Just very basic.,No comment.,"Furniture refers to movable objects intended to support various human activities such as seating (e.g., chairs, stools, and sofas), eating (tables), and sleeping (e.g., beds). Furniture is also used to hold objects at a convenient height for work (as horizontal surfaces above the ground, such as tables and desks), or to store things (e.g., cupboards and shelves). Furniture can be a product of design and is considered a form of decorative art. In addition to furniture's functional role, it can serve a symbolic or religious purpose. It can be made from many materials, including metal, plastic, and wood. Furniture can be made using a variety of woodworking joints which often reflect the local culture."
Guitar,p2,guitar.png,An orange and white guitar and a brown and white guitar being played.,2,2,4,5,2,What is a fret? How big is it? What shape does it have? What material is it made from? How is it being held? Does it have a resonant chamber or is it paired with an amplifier?,It sounds relevant.,Doesn’t really clarify the description in the article or complement it in terms of understanding what a guitar really is.,"If I’ve never seen or held a guitar, the article tells me how it operates, though both article and image description fail to describe what that looks like.","The guitar is a fretted musical instrument that typically has six strings. It is held flat against the player's body and played by strumming or plucking the strings with the dominant hand, while simultaneously pressing selected strings against frets with the fingers of the opposite hand. A plectrum or individual finger picks may be used to strike the strings. The sound of the guitar is projected either acoustically, by means of a resonant chamber on the instrument, or amplified by an electronic pickup and an amplifier."
Guitar,p14,guitar.png,An orange and white guitar and a brown and white guitar being played.,3,3,5,5,2,Who is playing them? Are they being strum? Does the person have a guitar pic in hand?,Colors of guitars,Way too vague...adds nothing to my reading. The article excerpt was more helpful in visualizing than the image itself,NA,"The guitar is a fretted musical instrument that typically has six strings. It is held flat against the player's body and played by strumming or plucking the strings with the dominant hand, while simultaneously pressing selected strings against frets with the fingers of the opposite hand. A plectrum or individual finger picks may be used to strike the strings. The sound of the guitar is projected either acoustically, by means of a resonant chamber on the instrument, or amplified by an electronic pickup and an amplifier."
Guitar,p5,guitar.png,An orange and white guitar and a brown and white guitar being played.,5,3,5,5,4,Are either of the guitars acoustic vs electric?,It's great to know the colors of the guitars.,Lack of specifics on whether the guitars are electric vs acoustic.,"It would be great to know whether the guitars are being played left vs right-handed.
More descriptive information on the style of guitars would be useful.
More descriptive  information on the guitar players would be useful.","The guitar is a fretted musical instrument that typically has six strings. It is held flat against the player's body and played by strumming or plucking the strings with the dominant hand, while simultaneously pressing selected strings against frets with the fingers of the opposite hand. A plectrum or individual finger picks may be used to strike the strings. The sound of the guitar is projected either acoustically, by means of a resonant chamber on the instrument, or amplified by an electronic pickup and an amplifier."
Guitar,p4,guitar.png,An orange and white guitar and a brown and white guitar being played.,4,3,5,4,4,none,"short, mentioned colors of guitars",nothing,none,"The guitar is a fretted musical instrument that typically has six strings. It is held flat against the player's body and played by strumming or plucking the strings with the dominant hand, while simultaneously pressing selected strings against frets with the fingers of the opposite hand. A plectrum or individual finger picks may be used to strike the strings. The sound of the guitar is projected either acoustically, by means of a resonant chamber on the instrument, or amplified by an electronic pickup and an amplifier."
Guitar,p6,guitar.png,An orange and white guitar and a brown and white guitar being played.,5,4,5,5,4,"What type of guitar, any more description of the guitar.",n/a,"I would prefer it to lead saying 2 guitars being played, followed by a description of each guitar.","I would prefer for the beginning of the description to mention 2 guitars, and then go on to describe them. There may be more descrpiton than simply the colors.","The guitar is a fretted musical instrument that typically has six strings. It is held flat against the player's body and played by strumming or plucking the strings with the dominant hand, while simultaneously pressing selected strings against frets with the fingers of the opposite hand. A plectrum or individual finger picks may be used to strike the strings. The sound of the guitar is projected either acoustically, by means of a resonant chamber on the instrument, or amplified by an electronic pickup and an amplifier."
Guitar,p13,guitar.png,An orange and white guitar and a brown and white guitar being played.,2,5,2,4,3,"Is someone playing the guitar, or is it being magically played by itself?","I like how the colors are being described in this image, which is good for people who still have vision or have had vision in the past.","While I like how the colors are being described, maybe an image description would read like this: ""Two people playing each one guitar. One guitar is brown ad orange, and the other is brown and white.""",NA,"The guitar is a fretted musical instrument that typically has six strings. It is held flat against the player's body and played by strumming or plucking the strings with the dominant hand, while simultaneously pressing selected strings against frets with the fingers of the opposite hand. A plectrum or individual finger picks may be used to strike the strings. The sound of the guitar is projected either acoustically, by means of a resonant chamber on the instrument, or amplified by an electronic pickup and an amplifier."
Guitar,p11,guitar.png,An orange and white guitar and a brown and white guitar being played.,4,2,5,5,1,Describe the guitars in more detail.,nothing,poorly written all around; lacking in detail,NA,"The guitar is a fretted musical instrument that typically has six strings. It is held flat against the player's body and played by strumming or plucking the strings with the dominant hand, while simultaneously pressing selected strings against frets with the fingers of the opposite hand. A plectrum or individual finger picks may be used to strike the strings. The sound of the guitar is projected either acoustically, by means of a resonant chamber on the instrument, or amplified by an electronic pickup and an amplifier."
Guitar,p15,guitar.png,An orange and white guitar and a brown and white guitar being played.,4,5,5,5,3,Who is playing the guitars?,NA,NA,NA,"The guitar is a fretted musical instrument that typically has six strings. It is held flat against the player's body and played by strumming or plucking the strings with the dominant hand, while simultaneously pressing selected strings against frets with the fingers of the opposite hand. A plectrum or individual finger picks may be used to strike the strings. The sound of the guitar is projected either acoustically, by means of a resonant chamber on the instrument, or amplified by an electronic pickup and an amplifier."
Guitar,p12,guitar.png,An orange and white guitar and a brown and white guitar being played.,4,3,5,4,4,Are there people playing?,Color description was good.,Not bad.,None.,"The guitar is a fretted musical instrument that typically has six strings. It is held flat against the player's body and played by strumming or plucking the strings with the dominant hand, while simultaneously pressing selected strings against frets with the fingers of the opposite hand. A plectrum or individual finger picks may be used to strike the strings. The sound of the guitar is projected either acoustically, by means of a resonant chamber on the instrument, or amplified by an electronic pickup and an amplifier."
Guitar,p8,guitar.png,An orange and white guitar and a brown and white guitar being played.,3,3,4,5,3,NA,Liked the distinction between the two different colored guitars.,Does not describe who is playing the guitars.,NA,"The guitar is a fretted musical instrument that typically has six strings. It is held flat against the player's body and played by strumming or plucking the strings with the dominant hand, while simultaneously pressing selected strings against frets with the fingers of the opposite hand. A plectrum or individual finger picks may be used to strike the strings. The sound of the guitar is projected either acoustically, by means of a resonant chamber on the instrument, or amplified by an electronic pickup and an amplifier."
Guitar,p16,guitar.png,An orange and white guitar and a brown and white guitar being played.,3,3,2,3,3,"Notes/Questions: As a person with acquired blindness, I only support these with a score of 3 because of prior visual knowledge of a guitar. However, as a CVRT, I propose that this image description can pose issues for people with congenital blindness, especially if they are not privy to information about the instrument and its accessories  prior to reading the article. Things like a amplifier, pick, and other items may need to be better explained, especially since the image says the guitars are being played, but no description of how they are being played.","The description of the colors of the guitars are helpful. I believe that this is something that can inform the reader of ways that the instrument can be stylistically different, which provides more knowledge.","The image description mentions nothing of who is playing the guitars or how they are being played. When being paired with such an in-depth article about style of play, one would need this information in order to receive the breadth of the image and its contents.","I think that describing the amount of strings the guitar has, the positioning of the players' hands, if there is more than one player of both guitars, if the image is one picture of two people or two side-by-side images, and a description of the style of play (with pick, electronic, acoustic) are items that would be helpful in this image description.","The guitar is a fretted musical instrument that typically has six strings. It is held flat against the player's body and played by strumming or plucking the strings with the dominant hand, while simultaneously pressing selected strings against frets with the fingers of the opposite hand. A plectrum or individual finger picks may be used to strike the strings. The sound of the guitar is projected either acoustically, by means of a resonant chamber on the instrument, or amplified by an electronic pickup and an amplifier."
Guitar,p9,guitar.png,An orange and white guitar and a brown and white guitar being played.,4,4,4,4,4,genders of musicians?,colors/actions/objects,being played by whom?,na,"The guitar is a fretted musical instrument that typically has six strings. It is held flat against the player's body and played by strumming or plucking the strings with the dominant hand, while simultaneously pressing selected strings against frets with the fingers of the opposite hand. A plectrum or individual finger picks may be used to strike the strings. The sound of the guitar is projected either acoustically, by means of a resonant chamber on the instrument, or amplified by an electronic pickup and an amplifier."
Guitar,p7,guitar.png,An orange and white guitar and a brown and white guitar being played.,4,4,5,4,4,Acoustic? Electric?,NA,NA,"I too am a fretted instrument at this point. Without the source image, it's hard to know if other salient features (e.g. presence of an amplifier) are missing from the alt text ...","The guitar is a fretted musical instrument that typically has six strings. It is held flat against the player's body and played by strumming or plucking the strings with the dominant hand, while simultaneously pressing selected strings against frets with the fingers of the opposite hand. A plectrum or individual finger picks may be used to strike the strings. The sound of the guitar is projected either acoustically, by means of a resonant chamber on the instrument, or amplified by an electronic pickup and an amplifier."
Guitar,p3,guitar.png,An orange and white guitar and a brown and white guitar being played.,3,3,3,5,3,"Who is playing the guitars? Women? Me? Children? Ethinicity of people playing? Or does it only focus on the hands? Also, are the guitars acoustic or electric?",NA,NA,NA,"The guitar is a fretted musical instrument that typically has six strings. It is held flat against the player's body and played by strumming or plucking the strings with the dominant hand, while simultaneously pressing selected strings against frets with the fingers of the opposite hand. A plectrum or individual finger picks may be used to strike the strings. The sound of the guitar is projected either acoustically, by means of a resonant chamber on the instrument, or amplified by an electronic pickup and an amplifier."
Guitar,p10,guitar.png,An orange and white guitar and a brown and white guitar being played.,3,2,5,4,3,What types of guitars are these? Are brand names shown? Are both 6 strings? I assume one is acoustic and one is electric from the description.,"For text that seems to be autogenerated, I've seen worse.","nothing really, other than wanting more details.","As a generic description, this was not bad, though I am left wanting to know a bit more about the guitars.","The guitar is a fretted musical instrument that typically has six strings. It is held flat against the player's body and played by strumming or plucking the strings with the dominant hand, while simultaneously pressing selected strings against frets with the fingers of the opposite hand. A plectrum or individual finger picks may be used to strike the strings. The sound of the guitar is projected either acoustically, by means of a resonant chamber on the instrument, or amplified by an electronic pickup and an amplifier."
Guitar,p1,guitar.png,An orange and white guitar and a brown and white guitar being played.,3,2,5,5,3,What details can you describe besides the colors of the guitars?,Good basic description,Lacks detail,NA,"The guitar is a fretted musical instrument that typically has six strings. It is held flat against the player's body and played by strumming or plucking the strings with the dominant hand, while simultaneously pressing selected strings against frets with the fingers of the opposite hand. A plectrum or individual finger picks may be used to strike the strings. The sound of the guitar is projected either acoustically, by means of a resonant chamber on the instrument, or amplified by an electronic pickup and an amplifier."
Hairstyle,p2,soccer_in_progress1,two soccer players on the field,1,1,3,1,2,Doing what? Is their hair relevant here?,Better than no description.,Wholly inadequate.,Almost rather see no description than this confusing one.,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p10,soccer_in_progress1,two soccer players on the field,2,1,5,1,1,I assume we have these two people because they are showing different hairstyles? That or it's a really out-of-place image.,nothing,The title is about hair. The image says nothing about hair or their style.,"This one seems out of place, and the image description actually adds more confusion than helping at all.","A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p6,soccer_in_progress10,Two men on a soccer team sponsored by Red Bull wearing white jerseys are competing in a soccer match. There is a player from another team in a red jersey who is on the ground while a referee in blue is approaching the play.,5,1,3,2,2,Needs a description of the hair styles.,Good descriptions of other items besides the hair styles.,Did not include a description of the hair styles.,NA,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p9,soccer_in_progress10,Two men on a soccer team sponsored by Red Bull wearing white jerseys are competing in a soccer match. There is a player from another team in a red jersey who is on the ground while a referee in blue is approaching the play.,1,1,2,1,3,What are their hair styles?,lots of information,nothing to do with hair style,na,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p4,soccer_in_progress13,A group of men assembled on a soccer field wearing blue uniforms.,3,3,3,1,1,"none, not interested",nothing,irrelevant and waste of time,none,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p5,soccer_in_progress13,A group of men assembled on a soccer field wearing blue uniforms.,4,1,5,1,1,What are the hair styles of the men on the field?,I like knowing that the men are on a soccer field.,"The image description is very general and does not include any information on the hair styles of the men.
There isn’t any information in the description to indicate the position of the men, e.g standing, sitting, lying down, etc.
There isn’t any information to indicate why this might be a soccer field rather than any other type of location.","Aside from guessing that these men probably have hair, it’s not clear based on the description why/how the image is relevant to the article.","A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p15,soccer_in_progress1,"People in a stand are watching a soccer game. The focus is two players, one on the ground and the other standing behind him as the ball is coming to them.",5,5,5,1,5,Why soccer in a hair article?,It's a great description particularly the fact the ball is coming toward the player.,"The description is great, oit's just irrelevant.",NA,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p3,soccer_in_progress1,"People in a stand are watching a soccer game. The focus is two players, one on the ground and the other standing behind him as the ball is coming to them.",3,1,3,1,2,"Why is there a player on the ground? Why is the focus on the two players? What does this have to do with hair? Are there people in the picture with ""hair styles?""",NA,Not enough info to make it relevant to the article intro.,NA,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p8,soccer_in_progress1,two soccer players on the field,5,1,5,1,1,NA,NA,Not relevant to the topic being described.,NA,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p16,soccer_in_progress1,two soccer players on the field,4,1,5,1,1,Do the soccer players have hair? Is their hair cut? Are they male or female?,I have nothing to share here.,"The article speaks of cultural and other influences for hairstyles and cuts, but the description mentions nothing towards that. The description never mentioned hair or grooming.","I believe that information about not just the article title, but the subjects of the photo would help this description shine.","A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p7,soccer_in_progress1,"People in a stand are watching a soccer game. The focus is two players, one on the ground and the other standing behind him as the ball is coming to them.",3,1,1,1,1,Hairstyles?,NA,No hairstyle info.,Going grey at this point  in the survey,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p12,soccer_in_progress13,A group of men assembled on a soccer field wearing blue uniforms.,3,1,3,2,2,White man? Black man? What were they doing on the field?,A group of men are wearing blue uniform was okay image description but not detailed enough.,It did not described hairstyle at all.,"The image should be more descriptive. Tell us hair color, skin color, clothing etc.","A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p1,soccer_in_progress10,Two men on a soccer team sponsored by Red Bull wearing white jerseys are competing in a soccer match. There is a player from another team in a red jersey who is on the ground while a referee in blue is approaching the play.,3,1,1,1,1,Tell me more about the hairstyles on each player.,Highly detailed,Includes too much irrelevant detail,NA,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p14,soccer_in_progress10,Two men on a soccer team sponsored by Red Bull wearing white jerseys are competing in a soccer match. There is a player from another team in a red jersey who is on the ground while a referee in blue is approaching the play.,5,5,5,1,5,What does this have to do with hair? Why is this image included?,"Colors are very helpful, variety of people is helpful","Ha dnothing to do with the content of the article, but great visual",Including actions aids visualization,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p11,soccer_in_progress1,"People in a stand are watching a soccer game. The focus is two players, one on the ground and the other standing behind him as the ball is coming to them.",4,5,5,1,4,Why did you not describe the hair styles of the people in the image?,It had detail.,It was irrelevant to the article.,Was this really the image in the wikipedia article?,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Hairstyle,p13,soccer_in_progress13,A group of men assembled on a soccer field wearing blue uniforms.,2,1,1,1,4,Is the article talking about current trends in hairstyle in professional Soccer? What is the hairstyle of those players wearing blue uniforms?,I like how the image is described briefly and to the point.,Too irrelevant.,NA,"A hairstyle, hairdo, or haircut refers to the styling of hair, usually on the human scalp. Sometimes, this could also mean an editing of facial or body hair. The fashioning of hair can be considered an aspect of personal grooming, fashion, and cosmetics, although practical, cultural, and popular considerations also influence some hairstyles."
Interior design,p9,living_room6,"The image shows a dining room, with chairs set around a round table, and a china cabinet in the corner, and a chandelier overhead.  A second room with a red bookshelf and chair is visible.",3,3,4,4,4,how many chairs around the dining table?,colors of furniture was mentioned,n/a,n/a,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p13,living_room6,"The image shows a dining room, with chairs set around a round table, and a china cabinet in the corner, and a chandelier overhead.  A second room with a red bookshelf and chair is visible.",4,3,3,3,5,I don't have any questions about the image right now.,I like how the image is precisely described. It seems like very useful to the context of the article especially at the beginning where they are introducing the subject.,The image description contains a run-on sentence.,"I am wondering if a image in the front of an interior design article should be more about hallways and decoration? Then, I don't know too much about this. My advice is to consult an expert if there are doubts about describing a heavily visual image about a complicated subject for a blind person to understand.","Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p16,living_room11,"The interior design of a room. The room is full of wooden furniture including a wood couch, many chairs, a table, and shelves.",2,2,1,1,1,Who is designing? How is the room prepared? Is it aesthetically pleasing? Who is enjoying the design? How is the design being depicted?,Including furniture in the description was good.,The furniture's inclusion did not come with a description of how it was arranged. No mention of the designer is made. No mention of who the client(s) are is explained. No description of the stylistic attempt is made.,No additional comments.,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p2,living_room15,Three people talk while sitting on couches around a coffee table in a living room.,4,4,4,4,4,Is there any indication that at least one of these people is an interior designer? Design swatches? Blueprints? Measuring devices?,"Having conversation in an interior/home setting makes sense if I was or if I hired an interior designer, so simple description that feels relevant to the article.",Would benefit from some confirmation that these folks are discussing interior design.,Maybe the description is just fine and I’m being critical of the choice of image?,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p1,living_room6,"The image shows a dining room, with chairs set around a round table, and a china cabinet in the corner, and a chandelier overhead.  A second room with a red bookshelf and chair is visible.",5,5,5,5,5,This description was detailed and I don't have additional questions.,Very detailed.,Nothing,NA,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p5,living_room6,The interior view of a dining room.,3,3,5,5,2,"Are there any interior design features that stand out in this dining room?
What visual information is there in the image to indicate that this is a dining room?
What visual information is there in the image to indicate that this is an interior view?
Is there any visual indicator regarding the perspective of how the  image is being viewed, e.g from above?","“Interior view of a dining room,” allows me to visualize  a particular space which gives me some context for the article.",The lack of description specifics for the image means that I have to fill in quite a bit of information based on any relevant experience of the environment which may not be correct.,I would like to have more information on any design elements as part of this image description.,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p11,living_room11,"The interior design of a room. The room is full of wooden furniture including a wood couch, many chairs, a table, and shelves.",5,5,5,5,4,"What are the textures of the walls, floor, and ceiling? Describe any period decoration styles.","It was concise, and sounded relevant to the article.","Finer detail was lacking, considering that it was an article on interior design, which is likely reliant on subtle and complex interior design conditions in regards to the types of furniture and other decorations placed in the room.",adequate,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p12,living_room15,Three people talk while sitting on couches around a coffee table in a living room.,3,2,3,4,3,How many are men how many are women?,Basic.,Could be more descriptive.,No comment.,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p6,living_room11,"The interior design of a room. The room is full of wooden furniture including a wood couch, many chairs, a table, and shelves.",5,4,5,4,4,"Any other details about the room design, furniture, etc.",Good overall description of the items in the room.,Wonder about the types of items and there design.,NA,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
Interior design,p8,living_room6,"The image shows a dining room, with chairs set around a round table, and a china cabinet in the corner, and a chandelier overhead.  A second room with a red bookshelf and chair is visible.",5,3,5,5,2,Benefits of interior design versus regular decorating?,Mentions the furniture in the rooms being highlighted.,Description basic and did not give me a sense of the uniqueness of the furniture or combination or style/theme of the room.,For this I would expect a more lengthy description.,"Interior design is the art and science of enhancing the interior of a building to achieve a healthier and more aesthetically pleasing environment for the people using the space. An interior designer is someone who plans, researches, coordinates, and manages such enhancement projects. Interior design is a multifaceted profession that includes conceptual development, space planning, site inspections, programming, research, communicating with the stakeholders of a project, construction management, and execution of the design."
