"mistake_comments","startDate","rt_qs_wimage_seconds","q3_sliderval","q1_sliderval","img_file","enjoyment","q5_type","mistake_checkbox","q2_sliderval","botresponse","discr_checkbox","continue","endTime","age","rt_trial","comments","q4_sliderval","img_id","topic","education","q1_type","q5_sliderval","HitCorrect","q2_type","languages","rt_qs_noimage_seconds","q3_type","context","description","discr_comments","trial_number","startTime","rt_article_read_seconds","q4_type","timeSpent","anon_worker_id"
NA,"Fri Jan 14 2022 16:34:14 GMT-0500 (Eastern Standard Time)",13.76,"5|5","5|5","1599px-Paris_Notre-Dame_East_View_02.jpeg",1,"overall",FALSE,"5|5","correct: 1",FALSE,TRUE,1642198503339,46,70.892,"Hope my answers have helped in your study. Thank you!","5|5","church19","church","graduated_high_school","all_relevant","5|5",1,"reconstructive","English",15.544,"image_fit","Building material","A large cathedral that utilizes many different building materials in its construction.",NA,7,1642196054285,41.588,"no_irrelevant",40.8175666666667,"185636463121449"
NA,"Fri Jan 14 2022 16:34:14 GMT-0500 (Eastern Standard Time)",24.783,"5|4","4|4","1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",1,"overall",FALSE,"5|5","correct: 1",FALSE,TRUE,1642198503339,46,93.75,"Hope my answers have helped in your study. Thank you!","2|2","soccer_in_progress13","soccer_in_progress","graduated_high_school","all_relevant","4|4",1,"reconstructive","English",38.321,"image_fit","Advertising","Five soccer players celebrate a goal in a soccer match--the field is surrounded by advertising.",NA,8,1642196054285,30.646,"no_irrelevant",40.8175666666667,"185636463121449"
NA,"Fri Jan 14 2022 16:34:14 GMT-0500 (Eastern Standard Time)",21.749,"5|5","5|5","Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg",1,"overall",FALSE,"5|5","correct: 1",FALSE,TRUE,1642198503339,46,109.733,"Hope my answers have helped in your study. Thank you!","1|1","laid_table3","laid_table","graduated_high_school","all_relevant","3|5",1,"reconstructive","English",31.763,"image_fit","Dinner","Chefs prepare plates of food.",NA,9,1642196054285,56.221,"no_irrelevant",40.8175666666667,"185636463121449"
NA,"Fri Jan 14 2022 16:34:14 GMT-0500 (Eastern Standard Time)",16.952,"5|5","5|5","Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",1,"overall",FALSE,"5|5","correct: 1",FALSE,TRUE,1642198503339,46,96.148,"Hope my answers have helped in your study. Thank you!","5|5","laid_table14","laid_table","graduated_high_school","all_relevant","3|4",1,"reconstructive","English",33.62,"image_fit","American cuisine","A table is set with a large turkey while a person is opening a bottle of wine.",NA,10,1642196054285,45.576,"no_irrelevant",40.8175666666667,"185636463121449"
NA,"Fri Jan 14 2022 16:34:14 GMT-0500 (Eastern Standard Time)",38.935,"3|1","1|1","Dreifaltigkeitskirche_süd.jpg",1,"overall",FALSE,"1|1","correct: 1",FALSE,TRUE,1642198503339,46,101.374,"Hope my answers have helped in your study. Thank you!","5|5","church4","church","graduated_high_school","all_relevant","2|3",1,"reconstructive","English",37.985,"image_fit","Christian cross","A large brown church built of concrete with a black roof and headstones in front of the building",NA,11,1642196054285,24.454,"no_irrelevant",40.8175666666667,"185636463121449"
NA,"Fri Jan 14 2022 16:34:14 GMT-0500 (Eastern Standard Time)",47.08,"2|2","5|1","1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",1,"overall",FALSE,"5|5","correct: 1",FALSE,TRUE,1642198503339,46,116.109,"Hope my answers have helped in your study. Thank you!","5|4","church8","church","graduated_high_school","all_relevant","5|4",1,"reconstructive","English",59.568,"image_fit","Roof","A vintage church building is shown. The building is created out of square tan colored stone with rectangular brick accenting each layer of stone. The church building is constructed on a tiled floor in a lighter tan color. Portions of the roof are flat and there are separated domed, arched sections that are made in varying levels. Three of these sections have large, bright golden crosses on top of them. There are no visible windows but there are sections that contain five small, round holes that may be a window of some type",NA,12,1642196054285,9.461,"no_irrelevant",40.8175666666667,"185636463121449"
NA,"Fri Jan 14 2022 16:34:14 GMT-0500 (Eastern Standard Time)",29.68,"2|2","1|2","1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",1,"overall",FALSE,"3|3","correct: 1",FALSE,TRUE,1642198503339,46,85.838,"Hope my answers have helped in your study. Thank you!","3|4","soccer_in_progress10","soccer_in_progress","graduated_high_school","all_relevant","4|3",1,"reconstructive","English",45.015,"image_fit","Hairstyle","A group of soccer players are clashing on the field over the ball, each has a short hairstyle.",NA,13,1642196054285,11.143,"no_irrelevant",40.8175666666667,"185636463121449"
NA,"Fri Jan 14 2022 16:34:14 GMT-0500 (Eastern Standard Time)",11.167,"5|5","5|5","river.jpeg",1,"overall",FALSE,"5|5","correct: 1",FALSE,TRUE,1642198503339,46,76.876,"Hope my answers have helped in your study. Thank you!","5|5","mountains18","mountains","graduated_high_school","all_relevant","5|5",1,"reconstructive","English",14.719,"image_fit","Body of water","This is a river flowing in the valley of a mountain. It is surrounded by shallow hills and trees.",NA,14,1642196054285,50.99,"no_irrelevant",40.8175666666667,"185636463121449"
NA,"Fri Jan 14 2022 16:34:14 GMT-0500 (Eastern Standard Time)",8.616,"5|5","5|5","Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",1,"overall",FALSE,"5|5","correct: 1",FALSE,TRUE,1642198503339,46,59.462,"Hope my answers have helped in your study. Thank you!","5|5","mountains9","mountains","graduated_high_school","all_relevant","5|5",1,"reconstructive","English",19.264,"image_fit","Orogeny","Large mountains with populated hillsides with a body of water in the middle.",NA,15,1642196054285,31.582,"no_irrelevant",40.8175666666667,"185636463121449"
NA,"Fri Jan 14 2022 16:34:14 GMT-0500 (Eastern Standard Time)",102.796,"1|5","1|5","640px-parc_agen.jpg",1,"overall",FALSE,"1|1","correct: 1",FALSE,TRUE,1642198503339,46,170.081,"Hope my answers have helped in your study. Thank you!","5|4","park1","attention_check","graduated_high_school","all_relevant","5|4",1,"reconstructive","English",28.855,"image_fit","Sculpture","A park on a nice day with lots of grass and trees and a pond.",NA,16,1642196054285,38.43,"no_irrelevant",40.8175666666667,"185636463121449"
NA,"Fri Jan 14 2022 16:34:14 GMT-0500 (Eastern Standard Time)",24.792,"2|3","1|1","Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg",1,"overall",FALSE,"5|5","correct: 1",FALSE,TRUE,1642198503339,46,89.479,"Hope my answers have helped in your study. Thank you!","1|2","living_room11","living_room","graduated_high_school","all_relevant","2|2",1,"reconstructive","English",45.664,"image_fit","Interior design","An interior living room with a couch and chairs arranged around a coffee table facing a fireplace and windows.",NA,17,1642196054285,19.023,"no_irrelevant",40.8175666666667,"185636463121449"
NA,"Fri Jan 14 2022 16:34:14 GMT-0500 (Eastern Standard Time)",21.184,"5|5","3|5","1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",1,"overall",FALSE,"4|4","correct: 1",FALSE,TRUE,1642198503339,46,102.869,"Hope my answers have helped in your study. Thank you!","5|5","soccer_in_progress1","soccer_in_progress","graduated_high_school","all_relevant","4|5",1,"reconstructive","English",66.161,"image_fit","Competition","Two soccer players in the middle of a soccer field with a stands in the background.  The player in the foreground is wearing an all white uniform and is on his knees after making a play on the soccer ball which can be seen above him.  The player behind him is wearing a red shirt with blue shorts and appears to be watching the play in front of him.",NA,18,1642196054285,15.524,"no_irrelevant",40.8175666666667,"185636463121449"
NA,"Fri Jan 14 2022 16:34:14 GMT-0500 (Eastern Standard Time)",19.983,"5|3","4|4","La_Trobe_Uni_Wikimeetup_March_2020.jpg",1,"overall",FALSE,"4|4","correct: 1",FALSE,TRUE,1642198503339,46,78.789,"Hope my answers have helped in your study. Thank you!","1|1","meeting_in_progress2","meeting_in_progress","graduated_high_school","all_relevant","3|3",1,"reconstructive","English",34.216,"image_fit","Furniture","There is a room with many windows and furniture. A group of people with computers are sitting on chairs around a table.",NA,19,1642196054285,24.59,"no_irrelevant",40.8175666666667,"185636463121449"
NA,"Thu Jan 13 2022 20:46:17 GMT-0600 (Central Standard Time)",NA,NA,NA,NA,2,NA,NA,NA,"false: 1",NA,FALSE,1642128744869,34,NA,"good task",NA,NA,NA,"graduated_college",NA,NA,1,NA,"english",NA,NA,NA,NA,NA,NA,1642128377637,NA,NA,6.12053333333333,"328329055299494"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",50.212,"4|5","3|3","Dreifaltigkeitskirche_süd.jpg",1,"overall",FALSE,"4|5","correct: 2",FALSE,TRUE,1642152262149,42,179.082,NA,"3|3","church4","church","graduated_college","image_fit","4|5",1,"all_relevant","English",59.281,"no_irrelevant","Christian cross","A large brown church built of concrete with a black roof and headstones in front of the building",NA,1,1642150681296,69.589,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",43.906,"5|5","1|2","1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",1,"overall",FALSE,"3|4","correct: 2",FALSE,TRUE,1642152262149,42,124.526,NA,"2|2","church8","church","graduated_college","image_fit","2|4",1,"all_relevant","English",43.745,"no_irrelevant","Building material","A large religious building, mostly stone that is orange and red, has crosses on it.",NA,2,1642150681296,36.875,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",53.535,"1|5","5|5","1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",1,"overall",FALSE,"1|3","correct: 2",FALSE,TRUE,1642152262149,42,106.002,NA,"3|3","soccer_in_progress13","soccer_in_progress","graduated_college","image_fit","1|3",1,"all_relevant","English",23.843,"no_irrelevant","Competition","players celebrating a goal",NA,3,1642150681296,28.624,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",18.769,"5|5","5|5","Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",1,"overall",FALSE,"5|5","correct: 2",FALSE,TRUE,1642152262149,42,78.379,NA,"5|5","laid_table14","laid_table","graduated_college","image_fit","5|5",1,"all_relevant","English",19.105,"no_irrelevant","Dinner","A dinner table is shown with food and drinks that will be consumed at a traditional dinner setting.",NA,4,1642150681296,40.505,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",58.9,"5|5","1|5","640px-parc_agen.jpg",1,"overall",FALSE,"4|1","correct: 2",FALSE,TRUE,1642152262149,42,124.613,NA,"4|4","park1","attention_check","graduated_college","image_fit","4|1",1,"all_relevant","English",30.235,"no_irrelevant","Sculpture","A park on a nice day with lots of grass and trees and a pond.",NA,5,1642150681296,35.478,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",19.681,"3|3","5|5","Wohnzimmer_Fallada_1.JPG",1,"overall",FALSE,"5|5","correct: 2",FALSE,TRUE,1642152262149,42,88.835,NA,"5|5","living_room6","living_room","graduated_college","image_fit","5|5",1,"all_relevant","English",39.697,"no_irrelevant","Furniture","The image is that of a dining room, with a white reading room behind it. In the dining room, the table is made of glass and contains a flower decoration in the middle. The flowers are multi-colored. The chairs are wooden and brown and contain a comfortable material when one sits. The room has an old chandelier and the curtains to the left of it are closed. Behind the table is a cabinet containing dishes.",NA,6,1642150681296,29.457,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",44.144,"5|4","5|5","Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg",1,"overall",FALSE,"5|4","correct: 2",FALSE,TRUE,1642152262149,42,89.67,NA,"3|3","living_room11","living_room","graduated_college","image_fit","3|4",1,"all_relevant","English",35.778,"no_irrelevant","Interior design","The interior design of a room. The room is full of wooden furniture including a wood couch, many chairs, a table, and shelves.",NA,7,1642150681296,9.748,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",31.671,"5|5","1|1","1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",1,"overall",FALSE,"5|5","correct: 2",FALSE,TRUE,1642152262149,42,78.476,NA,"5|5","soccer_in_progress10","soccer_in_progress","graduated_college","image_fit","5|5",1,"all_relevant","English",34.452,"no_irrelevant","Advertising","The image is of three soccer players and a referee. Two teammates in white surround a third player in red that is on the ground complaining of being fouled. The referee, in teal, is behind them, closely observing. In the foreground is a teammate of the fallen player.",NA,8,1642150681296,12.353,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",15.211,"5|5","5|5","wiki_livingroom.jpg",1,"overall",FALSE,"5|5","correct: 2",FALSE,TRUE,1642152262149,42,43.7,NA,"5|5","living_room15","living_room","graduated_college","image_fit","5|5",1,"all_relevant","English",16.234,"no_irrelevant","Window","A family sitting inside their home with a window closed to the side of them protecting them from the outside weather.",NA,9,1642150681296,12.255,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",10.227,"5|5","5|5","1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",1,"overall",FALSE,"5|5","correct: 2",FALSE,TRUE,1642152262149,42,39.002,NA,"5|5","laid_table12","laid_table","graduated_college","image_fit","5|5",1,"all_relevant","English",12.861,"no_irrelevant","Tableware","A dinner party with many plates of food set on top of a decorated table. There is silverware and white plates and bowls containing food.",NA,10,1642150681296,15.914,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",13.452,"5|5","5|5","river.jpeg",1,"overall",FALSE,"3|2","correct: 2",FALSE,TRUE,1642152262149,42,33.168,NA,"3|3","mountains18","mountains","graduated_college","image_fit","3|3",1,"all_relevant","English",18.563,"no_irrelevant","Body of water","A large river flowing across the land",NA,11,1642150681296,1.153,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",19.614,"5|5","5|3","La_Trobe_Uni_Wikimeetup_March_2020.jpg",1,"overall",FALSE,"5|5","correct: 2",FALSE,TRUE,1642152262149,42,49.136,NA,"4|4","meeting_in_progress2","meeting_in_progress","graduated_college","image_fit","4|5",1,"all_relevant","English",26.981,"no_irrelevant","Consumer electronics","A group of smiling people are sitting at a table in an office. Many of the people have open laptop computers in front of them.",NA,12,1642150681296,2.541,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",9.192,"5|5","5|5","1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg",1,"overall",FALSE,"5|5","correct: 2",FALSE,TRUE,1642152262149,42,33.754,NA,"5|5","meeting_in_progress17","meeting_in_progress","graduated_college","image_fit","5|5",1,"all_relevant","English",22.727,"no_irrelevant","Cooperation","a group of males in a room with laptops and two males standing up infront of a chalkboard explaining something to the other two males that are sitting down",NA,13,1642150681296,1.835,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",59.091,"5|5","5|5","guitar.png",1,"overall",FALSE,"3|1","correct: 2",FALSE,TRUE,1642152262149,42,79.357,NA,"3|3","guitar1","attention_check","graduated_college","image_fit","3|1",1,"all_relevant","English",19.17,"no_irrelevant","Guitar","An orange and white guitar and a brown and white guitar being played.",NA,14,1642150681296,1.096,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",45.674,"5|5","5|2","1599px-Paris_Notre-Dame_East_View_02.jpeg",1,"overall",FALSE,"3|1","correct: 2",FALSE,TRUE,1642152262149,42,69.815,NA,"3|3","church19","church","graduated_college","image_fit","2|1",1,"all_relevant","English",17.92,"no_irrelevant","Roof","A building that looks like is made of concrete and steel. It has multiple roof shapes from A-frame to cone shaped.",NA,15,1642150681296,6.221,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",46.732,"5|5","5|5","Oberaargletscher_from_Oberaar,_2010_07.jpeg",1,"overall",FALSE,"2|2","correct: 2",FALSE,TRUE,1642152262149,42,87.55,NA,"3|3","mountains16","mountains","graduated_college","image_fit","2|2",1,"all_relevant","English",36.726,"no_irrelevant","Montane Ecosystems","A very high Montane ecosystem providing little trees and shrubs due to its harsh cold environment and hilly range covered in snow.",NA,16,1642150681296,4.092,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",14.864,"3|4","5|5","Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg",1,"overall",FALSE,"5|5","correct: 2",FALSE,TRUE,1642152262149,42,63.98,NA,"5|5","laid_table3","laid_table","graduated_college","image_fit","5|5",1,"all_relevant","English",47.251,"no_irrelevant","American cuisine","There are 6 people in a restaurant kitchen prepping more than 25 dishes of the same food. Each plate has a thin and medium length piece of meat and some green leafs on top. The people prepping the food are all males except one female. They are all dress very similar with either a white or black apron.",NA,17,1642150681296,1.865,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",20.352,"5|5","1|5","Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",1,"overall",FALSE,"5|5","correct: 2",FALSE,TRUE,1642152262149,42,65.164,NA,"5|5","mountains9","mountains","graduated_college","image_fit","5|5",1,"all_relevant","English",30.745,"no_irrelevant","Orogeny","There is a mountain range with green trees and red-tile-roofed houses in the foreground, a bay in the middle, and another ocean range across the bay in the background. The top of the photo is blue sky and clouds.",NA,18,1642150681296,14.067,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 03:58:01 GMT-0500 (Eastern Standard Time)",21.358,"5|5","1|1","1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",1,"overall",FALSE,"3|3","correct: 2",FALSE,TRUE,1642152262149,42,44.233,NA,"3|3","soccer_in_progress1","soccer_in_progress","graduated_college","image_fit","2|2",1,"all_relevant","English",21.729,"no_irrelevant","Hairstyle","two soccer players on the field",NA,19,1642150681296,1.146,"reconstructive",26.34755,"782676814181179"
NA,"Fri Jan 14 2022 11:32:11 GMT-0600 (Central Standard Time)",22.569,"5|5","2|5","640px-parc_agen.jpg",2,"overall",FALSE,"1|5","correct: 3",FALSE,TRUE,1642183456507,33,63.794,"fun tysm!","1|1","park1","attention_check","graduated_high_school","image_fit","1|1",1,"all_relevant","english",23.033,"reconstructive","Sculpture","A park on a nice day with lots of grass and trees and a pond.",NA,1,1642181531529,18.192,"no_irrelevant",32.0829666666667,"038087780945882"
NA,"Fri Jan 14 2022 11:32:11 GMT-0600 (Central Standard Time)",18.003,"5|5","5|5","1599px-Paris_Notre-Dame_East_View_02.jpeg",2,"overall",FALSE,"4|4","correct: 3",FALSE,TRUE,1642183456507,33,95.237,"fun tysm!","2|3","church19","church","graduated_high_school","image_fit","4|4",1,"all_relevant","english",22.604,"reconstructive","Christian cross","A garden, statue and fountain stand next to a tree-lined path that leads to a Gothic cathedral.",NA,2,1642181531529,54.63,"no_irrelevant",32.0829666666667,"038087780945882"
NA,"Fri Jan 14 2022 11:32:11 GMT-0600 (Central Standard Time)",35.362,"5|5","5|5","1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg",2,"overall",FALSE,"5|5","correct: 3",FALSE,TRUE,1642183456507,33,60.326,"fun tysm!","5|4","meeting_in_progress17","meeting_in_progress","graduated_high_school","image_fit","5|5",1,"all_relevant","english",10.445,"reconstructive","Cooperation","a group of males in a room with laptops and two males standing up infront of a chalkboard explaining something to the other two males that are sitting down",NA,3,1642181531529,14.519,"no_irrelevant",32.0829666666667,"038087780945882"
NA,"Fri Jan 14 2022 11:32:11 GMT-0600 (Central Standard Time)",18.325,"5|5","5|5","Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",2,"overall",FALSE,"5|5","correct: 3",FALSE,TRUE,1642183456507,33,66.351,"fun tysm!","5|4","mountains9","mountains","graduated_high_school","image_fit","5|4",1,"all_relevant","english",20.26,"reconstructive","Montane Ecosystems","A large lake is shown that is surrounded by hills and mountains.",NA,4,1642181531529,27.766,"no_irrelevant",32.0829666666667,"038087780945882"
NA,"Fri Jan 14 2022 11:32:11 GMT-0600 (Central Standard Time)",24.856,"5|5","4|5","1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",2,"overall",FALSE,"4|5","correct: 3",FALSE,TRUE,1642183456507,33,70.775,"fun tysm!","2|5","laid_table12","laid_table","graduated_high_school","image_fit","4|5",1,"all_relevant","english",18.175,"reconstructive","Dinner","This is a dining room table with a table cloth covering the top. It has six chair settings. There is a great deal of food in different dishes but all the dinner plates are empty. No one has sat down for the meal yet.",NA,5,1642181531529,27.744,"no_irrelevant",32.0829666666667,"038087780945882"
NA,"Fri Jan 14 2022 11:32:11 GMT-0600 (Central Standard Time)",13.383,"4|4","5|5","1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",2,"overall",FALSE,"5|4","correct: 3",FALSE,TRUE,1642183456507,33,45.424,"fun tysm!","5|4","soccer_in_progress10","soccer_in_progress","graduated_high_school","image_fit","4|4",1,"all_relevant","english",12.241,"reconstructive","Competition","Three men trying to get to a soccer ball during a game. One man has fallen and two opposing team members are stopping next to him.",NA,6,1642181531529,19.8,"no_irrelevant",32.0829666666667,"038087780945882"
NA,"Fri Jan 14 2022 11:32:11 GMT-0600 (Central Standard Time)",15.523,"5|5","5|5","Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",2,"overall",FALSE,"5|5","correct: 3",FALSE,TRUE,1642183456507,33,310.525,"fun tysm!","5|3","laid_table14","laid_table","graduated_high_school","image_fit","5|4",1,"all_relevant","english",284.849,"reconstructive","American cuisine","A turkey that is sitting on a cutting board on a dining room table next to a bottle of wine.",NA,7,1642181531529,10.153,"no_irrelevant",32.0829666666667,"038087780945882"
NA,"Fri Jan 14 2022 11:32:11 GMT-0600 (Central Standard Time)",35.511,"2|2","3|4","wiki_livingroom.jpg",2,"overall",FALSE,"4|3","correct: 3",FALSE,TRUE,1642183456507,33,72.025,"fun tysm!","2|4","living_room15","living_room","graduated_high_school","image_fit","3|3",1,"all_relevant","english",16.069,"reconstructive","Interior design","a sitting room with people",NA,8,1642181531529,20.445,"no_irrelevant",32.0829666666667,"038087780945882"
NA,"Fri Jan 14 2022 11:32:11 GMT-0600 (Central Standard Time)",18.047,"3|3","1|1","1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",2,"overall",FALSE,"1|1","correct: 3",FALSE,TRUE,1642183456507,33,55.2,"fun tysm!","1|1","soccer_in_progress1","soccer_in_progress","graduated_high_school","image_fit","1|1",1,"all_relevant","english",12.218,"reconstructive","Hairstyle","People in a stand are watching a soccer game. The focus is two players, one on the ground and the other standing behind him as the ball is coming to them.",NA,9,1642181531529,24.935,"no_irrelevant",32.0829666666667,"038087780945882"
NA,"Fri Jan 14 2022 11:32:11 GMT-0600 (Central Standard Time)",20.343,"2|2","2|4","1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",2,"overall",FALSE,"3|3","correct: 3",FALSE,TRUE,1642183456507,33,60.971,"fun tysm!","4|3","church8","church","graduated_high_school","image_fit","3|3",1,"all_relevant","english",20.602,"reconstructive","Building material","The image shows a relatively small church on the ground.",NA,10,1642181531529,20.026,"no_irrelevant",32.0829666666667,"038087780945882"
NA,"Fri Jan 14 2022 11:32:11 GMT-0600 (Central Standard Time)",13.651,"5|5","5|4","guitar.png",2,"overall",FALSE,"5|4","correct: 3",FALSE,TRUE,1642183456507,33,73.351,"fun tysm!","5|3","guitar1","attention_check","graduated_high_school","image_fit","5|4",1,"all_relevant","english",10.81,"reconstructive","Guitar","An orange and white guitar and a brown and white guitar being played.",NA,11,1642181531529,48.89,"no_irrelevant",32.0829666666667,"038087780945882"
NA,"Fri Jan 14 2022 11:32:11 GMT-0600 (Central Standard Time)",12.049,"4|4","2|4","Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg",2,"overall",FALSE,"2|3","correct: 3",FALSE,TRUE,1642183456507,33,50.717,"fun tysm!","1|2","meeting_in_progress7","meeting_in_progress","graduated_high_school","image_fit","2|3",1,"all_relevant","english",14.977,"reconstructive","Furniture","About one dozen people are sitting at a large table looking at their laptop computers.",NA,12,1642181531529,23.691,"no_irrelevant",32.0829666666667,"038087780945882"
NA,"Fri Jan 14 2022 11:32:11 GMT-0600 (Central Standard Time)",13.599,"5|5","5|5","Oberaargletscher_from_Oberaar,_2010_07.jpeg",2,"overall",FALSE,"4|5","correct: 3",FALSE,TRUE,1642183456507,33,148.936,"fun tysm!","4|5","mountains16","mountains","graduated_high_school","image_fit","5|5",1,"all_relevant","english",77.423,"reconstructive","Orogeny","There is a snowy mountain range with a lower path between them.",NA,13,1642181531529,57.914,"no_irrelevant",32.0829666666667,"038087780945882"
NA,"Fri Jan 14 2022 11:32:11 GMT-0600 (Central Standard Time)",34.992,"5|5","5|5","river.jpeg",2,"overall",FALSE,"5|5","correct: 3",FALSE,TRUE,1642183456507,33,290.36,"fun tysm!","5|5","mountains18","mountains","graduated_high_school","image_fit","5|4",1,"all_relevant","english",10.092,"reconstructive","Body of water","A large river flowing across the land",NA,14,1642181531529,245.276,"no_irrelevant",32.0829666666667,"038087780945882"
NA,"Fri Jan 14 2022 11:32:11 GMT-0600 (Central Standard Time)",21.405,"4|4","1|5","1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",2,"overall",FALSE,"1|2","correct: 3",FALSE,TRUE,1642183456507,33,96.573,"fun tysm!","1|1","soccer_in_progress13","soccer_in_progress","graduated_high_school","image_fit","1|3",1,"all_relevant","english",16.787,"reconstructive","Advertising","Football players celebrating a win.",NA,15,1642181531529,58.381,"no_irrelevant",32.0829666666667,"038087780945882"
NA,"Fri Jan 14 2022 11:32:11 GMT-0600 (Central Standard Time)",13.007,"5|5","4|5","Wohnzimmer_Fallada_1.JPG",2,"overall",FALSE,"4|4","correct: 3",FALSE,TRUE,1642183456507,33,44.592,"fun tysm!","3|3","living_room6","living_room","graduated_high_school","image_fit","4|3",1,"all_relevant","english",15.181,"reconstructive","Window","A dining room is shown, with a large glass opening in the wall on the left covered by a sheer white curtain. In an adjacent room is another large glass opening that is uncovered.",NA,16,1642181531529,16.404,"no_irrelevant",32.0829666666667,"038087780945882"
